BUYER_COUNTY,BUYER_STATE,year,count,DOSAGE_UNIT,countyfips
LAMPASAS,TX,2011,1762,666312,48281
LAMPASAS,TX,2012,1502,678158,48281
LANCASTER,NE,2006,18151,5534650,31109
LANCASTER,NE,2007,19898,6137440,31109
LANCASTER,NE,2008,21807,6767190,31109
LANCASTER,NE,2009,22373,7228270,31109
LANCASTER,NE,2010,23311,7559400,31109
LANCASTER,NE,2011,23993,8101221,31109
LANCASTER,NE,2012,22839,8095680,31109
LANCASTER,PA,2006,29277,10259710,42071
LANCASTER,PA,2007,33128,11709790,42071
LANCASTER,PA,2008,36037,12912425,42071
LANCASTER,PA,2009,38079,14915390,42071
LANCASTER,PA,2010,40639,16240435,42071
LANCASTER,PA,2011,43404,17705773,42071
LANCASTER,PA,2012,43925,17590710,42071
LANCASTER,SC,2006,6021,1595970,45057
LANCASTER,SC,2007,7286,1960180,45057
LANCASTER,SC,2008,7882,2328040,45057
LANCASTER,SC,2009,9029,2964110,45057
LANCASTER,SC,2010,10255,3408380,45057
LANCASTER,SC,2011,10305,3502110,45057
LANCASTER,SC,2012,10327,3699280,45057
LANCASTER,VA,2006,1105,451950,51103
LANCASTER,VA,2007,1445,594610,51103
LANCASTER,VA,2008,1749,615390,51103
LANCASTER,VA,2009,1991,689900,51103
LANCASTER,VA,2010,2436,791700,51103
LANCASTER,VA,2011,2941,932560,51103
LANCASTER,VA,2012,3056,924320,51103
LANDER,NV,2006,344,152300,32015
LANDER,NV,2007,454,210100,32015
LANDER,NV,2008,521,208000,32015
LANDER,NV,2009,553,227360,32015
LANDER,NV,2010,613,228700,32015
LANDER,NV,2011,692,256490,32015
LANDER,NV,2012,654,265760,32015
LANE,KS,2006,74,47900,20101
LANE,KS,2007,94,46900,20101
LANE,KS,2008,123,53100,20101
LANE,KS,2009,154,52700,20101
LANE,KS,2010,194,70100,20101
LANE,KS,2011,264,71420,20101
LANE,KS,2012,138,32590,20101
LANE,OR,2006,33419,14729877,41039
LANE,OR,2007,35616,15377484,41039
LANE,OR,2008,36047,16389160,41039
LANE,OR,2009,37900,17539379,41039
LANE,OR,2010,45321,20075840,41039
LANE,OR,2011,47322,21818598,41039
LANE,OR,2012,47433,22394362,41039
LANGLADE,WI,2006,2010,748600,55067
LANGLADE,WI,2007,2072,746550,55067
LANGLADE,WI,2008,2136,727600,55067
LANGLADE,WI,2009,2093,711400,55067
LANGLADE,WI,2010,2411,746600,55067
LANGLADE,WI,2011,2642,843300,55067
LANGLADE,WI,2012,2499,887700,55067
LANIER,GA,2006,517,198660,13173
LANIER,GA,2007,576,218800,13173
LANIER,GA,2008,762,247940,13173
LANIER,GA,2009,837,261450,13173
LANIER,GA,2010,917,290180,13173
LANIER,GA,2011,911,329450,13173
LANIER,GA,2012,785,318800,13173
LAPEER,MI,2006,5729,2028900,26087
LAPEER,MI,2007,6296,2325350,26087
LAPEER,MI,2008,7079,2573620,26087
LAPEER,MI,2009,7218,2910410,26087
LAPEER,MI,2010,8173,3362400,26087
LAPEER,MI,2011,9112,4005790,26087
LAPEER,MI,2012,9886,4344930,26087
LARAMIE,WY,2006,6450,2129600,56021
LARAMIE,WY,2007,7191,2423410,56021
LARAMIE,WY,2008,7220,2497780,56021
LARAMIE,WY,2009,7990,2755290,56021
LARAMIE,WY,2010,8882,3144540,56021
LARAMIE,WY,2011,9581,3371850,56021
LARAMIE,WY,2012,10098,3707210,56021
LARES,PR,2006,178,51600,NA
LARES,PR,2007,198,64800,NA
LARES,PR,2008,142,42500,NA
LARES,PR,2009,144,51400,NA
LARES,PR,2010,184,67600,NA
LARES,PR,2011,257,84630,NA
LARES,PR,2012,214,87860,NA
LARIMER,CO,2006,23788,6928723,08069
LARIMER,CO,2007,27076,7936420,08069
LARIMER,CO,2008,29753,8681030,08069
LARIMER,CO,2009,30205,9019360,08069
LARIMER,CO,2010,31729,9729230,08069
LARIMER,CO,2011,31654,10684100,08069
LARIMER,CO,2012,31698,10889310,08069
LARUE,KY,2006,1078,434760,21123
LARUE,KY,2007,1043,439900,21123
LARUE,KY,2008,1123,458150,21123
LARUE,KY,2009,1305,517900,21123
LARUE,KY,2010,1487,574000,21123
LARUE,KY,2011,1606,650990,21123
LARUE,KY,2012,1788,720260,21123
LAS ANIMAS,CO,2006,2307,848900,08071
LAS ANIMAS,CO,2007,2189,596630,08071
LAS ANIMAS,CO,2008,2561,693100,08071
LAS ANIMAS,CO,2009,2332,720500,08071
LAS ANIMAS,CO,2010,2446,785200,08071
LAS ANIMAS,CO,2011,2484,798470,08071
LAS ANIMAS,CO,2012,2460,860960,08071
LAS MARIAS,PR,2006,32,14900,NA
LAS MARIAS,PR,2007,17,9630,NA
LAS MARIAS,PR,2008,5,500,NA
LAS MARIAS,PR,2009,12,9200,NA
LAS MARIAS,PR,2010,42,29100,NA
LAS MARIAS,PR,2011,29,20020,NA
LAS MARIAS,PR,2012,46,27230,NA
LAS PIEDRAS,PR,2006,86,46900,NA
LAS PIEDRAS,PR,2007,79,40600,NA
LAS PIEDRAS,PR,2008,75,29800,NA
LAS PIEDRAS,PR,2009,79,37400,NA
LAS PIEDRAS,PR,2010,87,43700,NA
LAS PIEDRAS,PR,2011,88,47200,NA
LAS PIEDRAS,PR,2012,93,55700,NA
LASSEN,CA,2006,2943,2271000,06035
LASSEN,CA,2007,3098,2231800,06035
LASSEN,CA,2008,3404,2669240,06035
LASSEN,CA,2009,3924,2809300,06035
LASSEN,CA,2010,3455,2798790,06035
LASSEN,CA,2011,3478,3036730,06035
LASSEN,CA,2012,3943,3055850,06035
LATAH,ID,2006,2979,922750,16057
LATAH,ID,2007,3374,1045420,16057
LATAH,ID,2008,3426,1060744,16057
LATAH,ID,2009,3673,1090380,16057
LATAH,ID,2010,3973,1123500,16057
LATAH,ID,2011,3437,1150330,16057
LATAH,ID,2012,3615,1208880,16057
LATIMER,OK,2006,1189,598400,40077
LATIMER,OK,2007,1251,630900,40077
LATIMER,OK,2008,1506,625490,40077
LATIMER,OK,2009,1609,658490,40077
LATIMER,OK,2010,1804,753040,40077
LATIMER,OK,2011,1419,825180,40077
LATIMER,OK,2012,1386,863680,40077
LAUDERDALE,AL,2006,8451,3591740,01077
LAUDERDALE,AL,2007,9165,4036010,01077
LAUDERDALE,AL,2008,10426,4469150,01077
LAUDERDALE,AL,2009,11582,4851590,01077
LAUDERDALE,AL,2010,12697,5064660,01077
LAUDERDALE,AL,2011,12969,5873750,01077
LAUDERDALE,AL,2012,13900,5939560,01077
LAUDERDALE,MS,2006,7405,3782730,28075
LAUDERDALE,MS,2007,7930,4441350,28075
LAUDERDALE,MS,2008,8495,4906830,28075
LAUDERDALE,MS,2009,8868,5371820,28075
LAUDERDALE,MS,2010,9303,5406680,28075
LAUDERDALE,MS,2011,10235,6059900,28075
LAUDERDALE,MS,2012,11125,6176280,28075
LAUDERDALE,TN,2006,2015,776700,47097
LAUDERDALE,TN,2007,2129,838250,47097
LAUDERDALE,TN,2008,2454,976730,47097
LAUDERDALE,TN,2009,2755,1225530,47097
LAUDERDALE,TN,2010,3326,1395080,47097
LAUDERDALE,TN,2011,3715,1609730,47097
LAUDERDALE,TN,2012,3889,1603870,47097
LAUREL,KY,2006,8129,3168150,21125
LAUREL,KY,2007,8207,3398240,21125
LAUREL,KY,2008,8461,3426250,21125
LAUREL,KY,2009,8686,3650550,21125
LAUREL,KY,2010,9312,3826660,21125
LAUREL,KY,2011,9404,4425900,21125
LAUREL,KY,2012,9590,4271860,21125
LAURENS,GA,2006,8544,2226860,13175
LAURENS,GA,2007,9080,2570370,13175
LAURENS,GA,2008,8655,2699810,13175
LAURENS,GA,2009,7856,2706590,13175
LAURENS,GA,2010,9062,3199860,13175
LAURENS,GA,2011,9298,3508860,13175
LAURENS,GA,2012,8781,3546570,13175
LAURENS,SC,2006,4624,2851290,45059
LAURENS,SC,2007,4686,2826960,45059
LAURENS,SC,2008,5240,3001120,45059
LAURENS,SC,2009,5712,3058829,45059
LAURENS,SC,2010,7005,3858490,45059
LAURENS,SC,2011,6684,3555140,45059
LAURENS,SC,2012,7622,3665260,45059
LAVACA,TX,2006,1738,509660,48285
LAVACA,TX,2007,2047,572080,48285
LAVACA,TX,2008,2427,663780,48285
LAVACA,TX,2009,2286,676550,48285
LAVACA,TX,2010,2222,669130,48285
LAVACA,TX,2011,2404,725960,48285
LAVACA,TX,2012,2292,743680,48285
LAWRENCE,AL,2006,2912,1318260,01079
LAWRENCE,AL,2007,3148,1301530,01079
LAWRENCE,AL,2008,3699,1659530,01079
LAWRENCE,AL,2009,3934,1619110,01079
LAWRENCE,AL,2010,4169,1568710,01079
LAWRENCE,AL,2011,4425,1937560,01079
LAWRENCE,AL,2012,5133,2136270,01079
LAWRENCE,AR,2006,1653,557410,05075
LAWRENCE,AR,2007,1845,637340,05075
LAWRENCE,AR,2008,2365,764240,05075
LAWRENCE,AR,2009,2488,841930,05075
LAWRENCE,AR,2010,3146,981400,05075
LAWRENCE,AR,2011,3169,1035820,05075
LAWRENCE,AR,2012,2937,1032000,05075
LAWRENCE,IL,2006,1170,438300,17101
LAWRENCE,IL,2007,1364,547600,17101
LAWRENCE,IL,2008,1358,562800,17101
LAWRENCE,IL,2009,1428,615500,17101
LAWRENCE,IL,2010,1567,645460,17101
LAWRENCE,IL,2011,1830,805260,17101
LAWRENCE,IL,2012,1879,937290,17101
LAWRENCE,IN,2006,5197,2595460,18093
LAWRENCE,IN,2007,6384,3239460,18093
LAWRENCE,IN,2008,6818,3556770,18093
LAWRENCE,IN,2009,6145,3723430,18093
LAWRENCE,IN,2010,6439,3948100,18093
LAWRENCE,IN,2011,7114,4329460,18093
LAWRENCE,IN,2012,7154,4460890,18093
LAWRENCE,KY,2006,2764,1830950,21127
LAWRENCE,KY,2007,3729,1863540,21127
LAWRENCE,KY,2008,3724,1601380,21127
LAWRENCE,KY,2009,4194,1768640,21127
LAWRENCE,KY,2010,4312,1800530,21127
LAWRENCE,KY,2011,3983,1681060,21127
LAWRENCE,KY,2012,3753,1507670,21127
LAWRENCE,MO,2006,3792,1164040,29109
LAWRENCE,MO,2007,3815,1233260,29109
LAWRENCE,MO,2008,3918,1272580,29109
LAWRENCE,MO,2009,3960,1407420,29109
LAWRENCE,MO,2010,4903,1612210,29109
LAWRENCE,MO,2011,5475,1821450,29109
LAWRENCE,MO,2012,5201,1869220,29109
LAWRENCE,MS,2006,956,423500,28077
LAWRENCE,MS,2007,1138,469250,28077
LAWRENCE,MS,2008,1091,507600,28077
LAWRENCE,MS,2009,1154,563100,28077
LAWRENCE,MS,2010,1290,620690,28077
LAWRENCE,MS,2011,1432,692100,28077
LAWRENCE,MS,2012,1672,774400,28077
LAWRENCE,OH,2006,7298,3314580,39087
LAWRENCE,OH,2007,8220,3834730,39087
LAWRENCE,OH,2008,8347,3931930,39087
LAWRENCE,OH,2009,7769,3961345,39087
LAWRENCE,OH,2010,7492,3836320,39087
LAWRENCE,OH,2011,7238,3658470,39087
LAWRENCE,OH,2012,7521,3503050,39087
LAWRENCE,PA,2006,11854,4360360,42073
LAWRENCE,PA,2007,11686,4475800,42073
LAWRENCE,PA,2008,11889,4732020,42073
LAWRENCE,PA,2009,11553,4737820,42073
LAWRENCE,PA,2010,10878,4536530,42073
LAWRENCE,PA,2011,11629,4749920,42073
LAWRENCE,PA,2012,12841,4881650,42073
LAWRENCE,SD,2006,2010,481100,46081
LAWRENCE,SD,2007,2414,564220,46081
LAWRENCE,SD,2008,2641,607300,46081
LAWRENCE,SD,2009,2428,649940,46081
LAWRENCE,SD,2010,2786,732810,46081
LAWRENCE,SD,2011,2665,817940,46081
LAWRENCE,SD,2012,2736,858070,46081
LAWRENCE,TN,2006,4502,2002690,47099
LAWRENCE,TN,2007,5601,2312810,47099
LAWRENCE,TN,2008,6325,2480100,47099
LAWRENCE,TN,2009,6717,2728230,47099
LAWRENCE,TN,2010,7234,3134760,47099
LAWRENCE,TN,2011,7748,3449290,47099
LAWRENCE,TN,2012,7887,3777780,47099
LE FLORE,OK,2006,5013,2032760,40079
LE FLORE,OK,2007,6277,2391870,40079
LE FLORE,OK,2008,7854,2754330,40079
LE FLORE,OK,2009,7914,2969430,40079
LE FLORE,OK,2010,9092,3335590,40079
LE FLORE,OK,2011,9284,3491280,40079
LE FLORE,OK,2012,9855,3666640,40079
LE SUEUR,MN,2006,562,172060,27079
LE SUEUR,MN,2007,694,203120,27079
LE SUEUR,MN,2008,851,246600,27079
LE SUEUR,MN,2009,769,232100,27079
LE SUEUR,MN,2010,830,235420,27079
LE SUEUR,MN,2011,851,248800,27079
LE SUEUR,MN,2012,796,232530,27079
LEA,NM,2006,4074,1555450,35025
LEA,NM,2007,4597,1705654,35025
LEA,NM,2008,5445,1926020,35025
LEA,NM,2009,5245,2091660,35025
LEA,NM,2010,5690,2502510,35025
LEA,NM,2011,5914,2950080,35025
LEA,NM,2012,5527,2941180,35025
LEAKE,MS,2006,2173,525660,28079
LEAKE,MS,2007,2364,634730,28079
LEAKE,MS,2008,2700,721060,28079
LEAKE,MS,2009,2974,782520,28079
LEAKE,MS,2010,3247,914480,28079
LEAKE,MS,2011,3390,962670,28079
LEAKE,MS,2012,3676,1049590,28079
LEAVENWORTH,KS,2006,6322,28846740,20103
LEAVENWORTH,KS,2007,6449,37013940,20103
LEAVENWORTH,KS,2008,6906,28942740,20103
LEAVENWORTH,KS,2009,6571,5033100,20103
LEAVENWORTH,KS,2010,7001,5385230,20103
LEAVENWORTH,KS,2011,7192,6146640,20103
LEAVENWORTH,KS,2012,7183,6652940,20103
LEBANON,PA,2006,7612,2047840,42075
LEBANON,PA,2007,8749,2391880,42075
LEBANON,PA,2008,9410,2736515,42075
LEBANON,PA,2009,9646,3153720,42075
LEBANON,PA,2010,10445,3376800,42075
LEBANON,PA,2011,11180,3861180,42075
LEBANON,PA,2012,11381,4117196,42075
LEE,AL,2006,6896,1839850,01081
LEE,AL,2007,7435,2192850,01081
LEE,AL,2008,7819,2356130,01081
LEE,AL,2009,8673,2738430,01081
LEE,AL,2010,8892,2850770,01081
LEE,AL,2011,9914,3276580,01081
LEE,AL,2012,10577,3445030,01081
LEE,AR,2006,697,161970,05077
LEE,AR,2007,1015,179800,05077
LEE,AR,2008,1027,164500,05077
LEE,AR,2009,914,173600,05077
LEE,AR,2010,992,197200,05077
LEE,AR,2011,1036,246700,05077
LEE,AR,2012,918,259800,05077
LEE,FL,2006,54873,22269613,12071
LEE,FL,2007,56345,21497717,12071
LEE,FL,2008,58956,23582165,12071
LEE,FL,2009,59062,26690600,12071
LEE,FL,2010,61709,33273900,12071
LEE,FL,2011,61457,31552340,12071
LEE,FL,2012,57619,22300390,12071
LEE,GA,2006,571,139720,13177
LEE,GA,2007,749,171100,13177
LEE,GA,2008,888,195600,13177
LEE,GA,2009,1018,225970,13177
LEE,GA,2010,1067,241240,13177
LEE,GA,2011,1483,410660,13177
LEE,GA,2012,1741,475270,13177
LEE,IA,2006,2720,1051010,19111
LEE,IA,2007,3275,1220280,19111
LEE,IA,2008,3839,1490430,19111
LEE,IA,2009,4156,1612400,19111
LEE,IA,2010,4741,1775540,19111
LEE,IA,2011,5065,1978280,19111
LEE,IA,2012,5163,2240660,19111
LEE,IL,2006,1668,473410,17103
LEE,IL,2007,1967,559980,17103
LEE,IL,2008,2154,631600,17103
LEE,IL,2009,2195,659780,17103
LEE,IL,2010,2320,710440,17103
LEE,IL,2011,2595,811990,17103
LEE,IL,2012,2500,801660,17103
LEE,KY,2006,1494,847350,21129
LEE,KY,2007,1588,908100,21129
LEE,KY,2008,1575,964000,21129
LEE,KY,2009,1632,1050170,21129
LEE,KY,2010,1608,1099940,21129
LEE,KY,2011,1795,1184740,21129
LEE,KY,2012,1654,1196860,21129
LEE,MS,2006,8440,2542970,28081
LEE,MS,2007,9845,3095295,28081
LEE,MS,2008,10639,3296180,28081
LEE,MS,2009,11885,3652650,28081
LEE,MS,2010,13893,4156368,28081
LEE,MS,2011,15782,4760711,28081
LEE,MS,2012,15690,5025353,28081
LEE,NC,2006,5065,2104140,37105
LEE,NC,2007,5244,2528650,37105
LEE,NC,2008,5406,2840030,37105
LEE,NC,2009,6132,3334410,37105
LEE,NC,2010,6421,3622270,37105
LEE,NC,2011,7054,3771090,37105
LEE,NC,2012,7772,3827650,37105
LEE,SC,2006,844,353000,45061
LEE,SC,2007,924,397930,45061
LEE,SC,2008,1007,429300,45061
LEE,SC,2009,992,461900,45061
LEE,SC,2010,1084,522200,45061
LEE,SC,2011,1162,533700,45061
LEE,SC,2012,1314,565400,45061
LEE,TX,2006,1030,262430,48287
LEE,TX,2007,988,273070,48287
LEE,TX,2008,1101,303250,48287
LEE,TX,2009,1134,321980,48287
LEE,TX,2010,1278,392510,48287
LEE,TX,2011,1230,461010,48287
LEE,TX,2012,1146,479330,48287
LEE,VA,2006,2500,1665890,51105
LEE,VA,2007,2962,1572550,51105
LEE,VA,2008,3477,1896600,51105
LEE,VA,2009,3544,2094729,51105
LEE,VA,2010,3780,2090940,51105
LEE,VA,2011,4103,2324550,51105
LEE,VA,2012,4256,2376750,51105
LEELANAU,MI,2006,932,205740,26089
LEELANAU,MI,2007,803,202760,26089
LEELANAU,MI,2008,868,216960,26089
LEELANAU,MI,2009,880,211000,26089
LEELANAU,MI,2010,934,225800,26089
LEELANAU,MI,2011,923,249500,26089
LEELANAU,MI,2012,1104,306100,26089
LEFLORE,MS,2006,2063,626100,28083
LEFLORE,MS,2007,2308,763100,28083
LEFLORE,MS,2008,2131,843830,28083
LEFLORE,MS,2009,2360,999230,28083
LEFLORE,MS,2010,2776,1037640,28083
LEFLORE,MS,2011,3284,1228790,28083
LEFLORE,MS,2012,3223,1276400,28083
LEHIGH,PA,2006,14094,4843498,42077
LEHIGH,PA,2007,16225,6451675,42077
LEHIGH,PA,2008,17087,7270070,42077
LEHIGH,PA,2009,17967,7918455,42077
LEHIGH,PA,2010,19769,8802981.8,42077
LEHIGH,PA,2011,21442,9714600,42077
LEHIGH,PA,2012,22841,10118920,42077
LEMHI,ID,2006,622,358200,16059
LEMHI,ID,2007,719,388600,16059
LEMHI,ID,2008,825,374600,16059
LEMHI,ID,2009,820,394400,16059
LEMHI,ID,2010,645,393400,16059
LEMHI,ID,2011,658,412500,16059
LEMHI,ID,2012,797,459700,16059
LENAWEE,MI,2006,7201,2690180,26091
LENAWEE,MI,2007,7977,3080370,26091
LENAWEE,MI,2008,8550,3542910,26091
LENAWEE,MI,2009,9205,3860900,26091
LENAWEE,MI,2010,10435,4083580,26091
LENAWEE,MI,2011,11541,4566710,26091
LENAWEE,MI,2012,11498,4795980,26091
LENOIR,NC,2006,5689,2866470,37107
LENOIR,NC,2007,6286,3414220,37107
LENOIR,NC,2008,6807,3585700,37107
LENOIR,NC,2009,7534,3846930,37107
LENOIR,NC,2010,8015,3922680,37107
LENOIR,NC,2011,8640,4264630,37107
LENOIR,NC,2012,8067,4178240,37107
LEON,FL,2006,16528,5722117,12073
LEON,FL,2007,17939,6208454,12073
LEON,FL,2008,19303,6967812,12073
LEON,FL,2009,19680,7381474,12073
LEON,FL,2010,19936,7089039,12073
LEON,FL,2011,21549,7402540,12073
LEON,FL,2012,21501,7308350,12073
LEON,TX,2006,804,263090,48289
LEON,TX,2007,961,302430,48289
LEON,TX,2008,1054,330720,48289
LEON,TX,2009,1049,361660,48289
LEON,TX,2010,1051,336600,48289
LEON,TX,2011,1269,395680,48289
LEON,TX,2012,1347,449190,48289
LESLIE,KY,2006,1080,862900,21131
LESLIE,KY,2007,1223,939720,21131
LESLIE,KY,2008,1430,1139500,21131
LESLIE,KY,2009,1313,1167760,21131
LESLIE,KY,2010,1579,1327460,21131
LESLIE,KY,2011,2011,1583518,21131
LESLIE,KY,2012,2497,1756250,21131
LETCHER,KY,2006,3750,1542770,21133
LETCHER,KY,2007,4115,1630600,21133
LETCHER,KY,2008,4020,1727500,21133
LETCHER,KY,2009,4362,2015960,21133
LETCHER,KY,2010,5260,2402300,21133
LETCHER,KY,2011,5321,2515260,21133
LETCHER,KY,2012,5135,2424060,21133
LEVY,FL,2006,5119,1787694,12075
LEVY,FL,2007,5681,2089048,12075
LEVY,FL,2008,6153,2475026,12075
LEVY,FL,2009,6136,2759570,12075
LEVY,FL,2010,6070,2820710,12075
LEVY,FL,2011,6059,2720294,12075
LEVY,FL,2012,5918,2386360,12075
LEWIS,ID,2006,469,214200,16061
LEWIS,ID,2007,437,241600,16061
LEWIS,ID,2008,404,284300,16061
LEWIS,ID,2009,503,307630,16061
LEWIS,ID,2010,481,349080,16061
LEWIS,ID,2011,726,434430,16061
LEWIS,ID,2012,674,467400,16061
LEWIS,KY,2006,1440,569200,21135
LEWIS,KY,2007,1529,572600,21135
LEWIS,KY,2008,1627,532700,21135
LEWIS,KY,2009,1604,559000,21135
LEWIS,KY,2010,1741,594900,21135
LEWIS,KY,2011,1570,512120,21135
LEWIS,KY,2012,1304,454900,21135
LEWIS,MO,2006,351,166100,29111
LEWIS,MO,2007,427,202200,29111
LEWIS,MO,2008,498,239600,29111
LEWIS,MO,2009,602,270120,29111
LEWIS,MO,2010,660,300440,29111
LEWIS,MO,2011,720,342600,29111
LEWIS,MO,2012,1080,457510,29111
LEWIS,NY,2006,1059,333100,36049
LEWIS,NY,2007,1258,358230,36049
LEWIS,NY,2008,1624,455200,36049
LEWIS,NY,2009,1788,515900,36049
LEWIS,NY,2010,1830,544800,36049
LEWIS,NY,2011,1835,576100,36049
LEWIS,NY,2012,1912,574430,36049
LEWIS,TN,2006,1491,493600,47101
LEWIS,TN,2007,1712,631430,47101
LEWIS,TN,2008,1699,686000,47101
LEWIS,TN,2009,1948,810300,47101
LEWIS,TN,2010,2310,922660,47101
LEWIS,TN,2011,2668,957520,47101
LEWIS,TN,2012,2853,974370,47101
LEWIS,WA,2006,8448,3593000,53041
LEWIS,WA,2007,9898,4312900,53041
LEWIS,WA,2008,10036,4749100,53041
LEWIS,WA,2009,10816,5148060,53041
LEWIS,WA,2010,9786,5035900,53041
LEWIS,WA,2011,9637,4973870,53041
LEWIS,WA,2012,8698,4928870,53041
LEWIS,WV,2006,2506,912600,54041
LEWIS,WV,2007,2699,953400,54041
LEWIS,WV,2008,2980,1026400,54041
LEWIS,WV,2009,2735,1005230,54041
LEWIS,WV,2010,2796,971850,54041
LEWIS,WV,2011,2600,985310,54041
LEWIS,WV,2012,2714,954620,54041
LEWIS AND CLARK,MT,2006,5198,1751900,30049
LEWIS AND CLARK,MT,2007,5687,1977620,30049
LEWIS AND CLARK,MT,2008,6159,2168690,30049
LEWIS AND CLARK,MT,2009,6835,2267530,30049
LEWIS AND CLARK,MT,2010,7836,2398490,30049
LEWIS AND CLARK,MT,2011,8335,2595300,30049
LEWIS AND CLARK,MT,2012,8006,2530010,30049
LEXINGTON,SC,2006,18534,5197905,45063
LEXINGTON,SC,2007,20998,6279820,45063
LEXINGTON,SC,2008,22872,6896920,45063
LEXINGTON,SC,2009,25315,7912120,45063
LEXINGTON,SC,2010,29317,8614730,45063
LEXINGTON,SC,2011,32649,10494030,45063
LEXINGTON,SC,2012,33921,11525420,45063
LEXINGTON CITY,VA,2006,1732,500630,51678
LEXINGTON CITY,VA,2007,2012,623220,51678
LEXINGTON CITY,VA,2008,2232,751850,51678
LEXINGTON CITY,VA,2009,2329,790500,51678
LEXINGTON CITY,VA,2010,2530,836280,51678
LEXINGTON CITY,VA,2011,2580,907360,51678
LEXINGTON CITY,VA,2012,2695,943760,51678
LIBERTY,FL,2006,243,94290,12077
LIBERTY,FL,2007,249,109300,12077
LIBERTY,FL,2008,312,115000,12077
LIBERTY,FL,2009,278,110800,12077
LIBERTY,FL,2010,485,165300,12077
LIBERTY,FL,2011,349,127500,12077
LIBERTY,FL,2012,300,114300,12077
LIBERTY,GA,2006,2678,610030,13179
LIBERTY,GA,2007,2912,734000,13179
LIBERTY,GA,2008,3167,852910,13179
LIBERTY,GA,2009,3236,906500,13179
LIBERTY,GA,2010,3568,1127860,13179
LIBERTY,GA,2011,3794,1366660,13179
LIBERTY,GA,2012,3596,1403540,13179
LIBERTY,MT,2006,63,15500,30051
LIBERTY,MT,2007,98,18300,30051
LIBERTY,MT,2008,113,27500,30051
LIBERTY,MT,2009,72,19800,30051
LIBERTY,MT,2010,74,20900,30051
LIBERTY,MT,2011,69,19300,30051
LIBERTY,MT,2012,57,17700,30051
LIBERTY,TX,2006,7503,3461270,48291
LIBERTY,TX,2007,7350,5024360,48291
LIBERTY,TX,2008,7120,5281460,48291
LIBERTY,TX,2009,7195,5222910,48291
LIBERTY,TX,2010,7343,5617260,48291
LIBERTY,TX,2011,7529,5146550,48291
LIBERTY,TX,2012,8060,4627070,48291
LICKING,OH,2006,9227,3895320,39089
LICKING,OH,2007,10326,4537250,39089
LICKING,OH,2008,11339,5087710,39089
LICKING,OH,2009,11905,5703160,39089
LICKING,OH,2010,12328,5858410,39089
LICKING,OH,2011,13869,6326940,39089
LICKING,OH,2012,14303,6289460,39089
LIMESTONE,AL,2006,4393,2572280,01083
LIMESTONE,AL,2007,4716,2449740,01083
LIMESTONE,AL,2008,5751,2770330,01083
LIMESTONE,AL,2009,6233,2760010,01083
LIMESTONE,AL,2010,6752,3116220,01083
LIMESTONE,AL,2011,7649,3612890,01083
LIMESTONE,AL,2012,8332,3778230,01083
LIMESTONE,TX,2006,2803,894800,48293
LIMESTONE,TX,2007,3305,1115520,48293
LIMESTONE,TX,2008,3480,1219090,48293
LIMESTONE,TX,2009,3580,1208490,48293
LIMESTONE,TX,2010,3877,1281780,48293
LIMESTONE,TX,2011,2984,1160400,48293
LIMESTONE,TX,2012,2423,1125490,48293
LINCOLN,AR,2006,781,138800,05079
LINCOLN,AR,2007,861,159700,05079
LINCOLN,AR,2008,924,163830,05079
LINCOLN,AR,2009,1082,196060,05079
LINCOLN,AR,2010,1289,234550,05079
LINCOLN,AR,2011,1387,269520,05079
LINCOLN,AR,2012,1374,272070,05079
LINCOLN,CO,2006,442,153400,08073
LINCOLN,CO,2007,521,176500,08073
LINCOLN,CO,2008,618,216500,08073
LINCOLN,CO,2009,758,239800,08073
LINCOLN,CO,2010,814,276300,08073
LINCOLN,CO,2011,745,247900,08073
LINCOLN,CO,2012,792,253700,08073
LINCOLN,GA,2006,370,203890,13181
LINCOLN,GA,2007,332,238456,13181
LINCOLN,GA,2008,383,258000,13181
LINCOLN,GA,2009,416,287100,13181
LINCOLN,GA,2010,473,355400,13181
LINCOLN,GA,2011,479,347000,13181
LINCOLN,GA,2012,511,328300,13181
LINCOLN,ID,2006,5,330,16063
LINCOLN,ID,2007,2,65,16063
LINCOLN,KS,2006,168,72600,20105
LINCOLN,KS,2007,193,79140,20105
LINCOLN,KS,2008,219,82920,20105
LINCOLN,KS,2009,267,78900,20105
LINCOLN,KS,2010,244,73920,20105
LINCOLN,KS,2011,309,95200,20105
LINCOLN,KS,2012,415,127600,20105
LINCOLN,KY,2006,2293,729200,21137
LINCOLN,KY,2007,2521,826100,21137
LINCOLN,KY,2008,2758,995420,21137
LINCOLN,KY,2009,2837,1084630,21137
LINCOLN,KY,2010,3066,1141170,21137
LINCOLN,KY,2011,3278,1274610,21137
LINCOLN,KY,2012,3301,1303830,21137
LINCOLN,LA,2006,3236,835970,22061
LINCOLN,LA,2007,3819,968700,22061
LINCOLN,LA,2008,3879,1110670,22061
LINCOLN,LA,2009,4407,1318310,22061
LINCOLN,LA,2010,4076,1258470,22061
LINCOLN,LA,2011,4171,1259310,22061
LINCOLN,LA,2012,3971,1409270,22061
LINCOLN,ME,2006,2942,1289530,23015
LINCOLN,ME,2007,3313,1376370,23015
LINCOLN,ME,2008,2857,1324000,23015
LINCOLN,ME,2009,2775,1299190,23015
LINCOLN,ME,2010,2729,1300620,23015
